ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Sense_ID
kgv-3669-1,,kgv,3669,nawanen,nawanen,,,,,,,,SN001558
kgv-1590-2,,kgv,1590,nawanggar,nawanggar,,,,,,,,SN001559
kgv-1265-1,,kgv,1265,nawarir,nawarir,,,,,,,,SN001562
kgv-813-2,,kgv,813,nawerar,nawerar,,,,,,,,SN001565
kgv-1236-2,,kgv,1236,neba,neba,,,,,,,,SN001569
kgv-1606-1,,kgv,1606,neko,neko,,,,,,,,SN001574
kgv-2353-1,,kgv,2353,nene,nene,,,,,,,,SN001576
kgv-1236-3,,kgv,1236,nenggap,nenggap,,,,,,,,SN001577
kgv-1606-2,,kgv,1606,*ner,*ner,,,,,,,,SN001578
kgv-1606-3,,kgv,1606,nerun,nerun,,,,,,,,SN001579
kgv-1606-4,,kgv,1606,nerunggo,nerunggo,,,,,,,,SN001580
kgv-200-1,,kgv,200,newa,newa,,,,,,,,SN001581
kgv-718-1,,kgv,718,newer,newer,,,,,,,,SN001583
kgv-19-1,,kgv,19,nika,nika,,,,,,,,SN001585
kgv-2432-2,,kgv,2432,nika,nika,,,,,,,,SN001586
kgv-1496-2,,kgv,1496,nina,nina,,,,,,,,SN001588
kgv-2561-1,,kgv,2561,ning,ning,,,,,,,,SN001590
kgv-1986-1,,kgv,1986,ning,ning,,,,,,,,SN001591
kgv-48-1,,kgv,48,nokin,nokin,,,,,,,,SN001592
kgv-55-1,,kgv,55,noknok,noknok,,,,,,,,SN001593
kgv-1356-2,,kgv,1356,numur,numur,,,,,,,,SN001596
kgv-2879-2,,kgv,2879,nun,nun,,,,,,,,SN001597
kgv-2486-2,,kgv,2486,nung,nung,,,,,,,,SN001598
kgv-2063-1,,kgv,2063,nunun,nunun,,,,,,,,SN001600
kgv-1096-2,,kgv,1096,nyanyi,nyanyi,,,,,,,,SN001601
kgv-1143-1,,kgv,1143,ofin,ofin,,,,,,,,SN001605
kgv-628-2,,kgv,628,*ol,*ol,,,,,,,,SN001609
kgv-628-3,,kgv,628,olun,olun,,,,,,,,SN001611
kgv-1283-1,,kgv,1283,opa yuwa,opa_yuwa,,,,,,,,SN001616
kgv-1376-1,,kgv,1376,opatun,opatun,,,,,,,,SN001617
kgv-1220-1,,kgv,1220,or,or,,,,,,,,SN001618
kgv-892-1,,kgv,892,oras,oras,,,,,,,,SN001620
kgv-1220-2,,kgv,1220,orun,orun,,,,,,,,SN001622
kgv-671-1,,kgv,671,os,os,,,,,,,,SN001623
kgv-1591-1,,kgv,1591,osa,osa,,,,,,,,SN001627
kgv-3460-1,,kgv,3460,osep,osep,,,,,,,,SN001629
kgv-168-2,,kgv,168,osie,osie,,,,,,,,SN001630
kgv-1280-1,,kgv,1280,our,our,,,,,,,,SN001636
kgv-3411-1,,kgv,3411,owa,owa,,,,,,,,SN001637
kgv-3411-2,,kgv,3411,owangga,owangga,,,,,,,,SN001638
kgv-3411-3,,kgv,3411,owatko,owatko,,,,,,,,SN001639
kgv-1441-1,,kgv,1441,pabalet,pabalet,,,,,,,,SN001640
kgv-465-1,,kgv,465,pabie,pabie,,,,,,,,SN001641
kgv-1763-1,,kgv,1763,pabiep,pabiep,,,,,,,,SN001642
kgv-281-1,,kgv,281,paden,paden,,,,,,,,SN001644
kgv-2026-1,,kgv,2026,padi,padi,,,,,,,,SN001648
kgv-1156-4,,kgv,1156,paherma,paherma,,,,,,,,SN001651
kgv-321-1,,kgv,321,pak,pak,,,,,,,,SN001654
kgv-1313-1,,kgv,1313,pak,pak,,,,,,,,SN001655
kgv-1896-1,,kgv,1896,pak,pak,,,,,,,,SN001658
kgv-3691-1,,kgv,3691,pak talawak,pak_talawak,,,,,,,,SN001660
kgv-3690-1,,kgv,3690,pak tubak,pak_tubak,,,,,,,,SN001661
kgv-1043-1,,kgv,1043,pakpak,pakpak,,,,,,,,SN001663
kgv-3306-1,,kgv,3306,paku,paku,,,,,,,,SN001667
kgv-3702-1,,kgv,3702,palawak,palawak,,,,,,,,SN001669
kgv-1440-1,,kgv,1440,palom,palom,,,,,,,,SN001671
kgv-1440-2,,kgv,1440,palom,palom,,,,,,,,SN001672
kgv-2984-1,,kgv,2984,*pan,*pan,,,,,,,,SN001673
kgv-31-2,,kgv,31,panci,panci,,,,,,,,SN001674
kgv-1614-1,,kgv,1614,pang,pang,,,,,,,,SN001677
kgv-1573-1,,kgv,1573,panggala,panggala,,,,,,,,SN001679
kgv-925-1,,kgv,925,panggala,panggala,,,,,,,,SN001680
kgv-1158-1,,kgv,1158,panggat,panggat,,,,,,,,SN001682
kgv-2247-1,,kgv,2247,panggatpanggat,panggatpanggat,,,,,,,,SN001684
kgv-2273-1,,kgv,2273,panggawangga,panggawangga,,,,,,,,SN001685
kgv-1309-2,,kgv,1309,paning,paning,,,,,,,,SN001687
kgv-1128-2,,kgv,1128,panok,panok,,,,,,,,SN001688
kgv-1128-3,,kgv,1128,panok,panok,,,,,,,,SN001689
kgv-640-1,,kgv,640,paos,paos,,,,,,,,SN001693
kgv-735-2,,kgv,735,parai,parai,,,,,,,,SN001694
kgv-1437-2,,kgv,1437,parair,parair,,,,,,,,SN001695
kgv-8-1,,kgv,8,parambura,parambura,,,,,,,,SN001696
kgv-1432-2,,kgv,1432,paramua,paramua,,,,,,,,SN001697
kgv-1857-1,,kgv,1857,paramuang,paramuang,,,,,,,,SN001698
kgv-1942-2,,kgv,1942,paransik,paransik,,,,,,,,SN001700
kgv-1441-2,,kgv,1441,pararuo,pararuo,,,,,,,,SN001704
kgv-67-2,,kgv,67,paras,paras,,,,,,,,SN001705
kgv-1571-1,,kgv,1571,parein,parein,,,,,,,,SN001706
kgv-657-1,,kgv,657,pareinun,pareinun,,,,,,,,SN001707
kgv-1085-1,,kgv,1085,pareir,pareir,,,,,,,,SN001708
kgv-1998-1,,kgv,1998,parenta,parenta,,,,,,,,SN001709
kgv-72-1,,kgv,72,paritman,paritman,,,,,,,,SN001710
kgv-2339-1,,kgv,2339,parlu,parlu,,,,,,,,SN001711
kgv-1389-2,,kgv,1389,parok,parok,,,,,,,,SN001712
kgv-2148-1,,kgv,2148,parua,parua,,,,,,,,SN001714
kgv-750-5,,kgv,750,paruak,paruak,,,,,,,,SN001715
kgv-1257-1,,kgv,1257,parun,parun,,,,,,,,SN001716
kgv-813-3,,kgv,813,paruo,paruo,,,,,,,,SN001717
kgv-1752-2,,kgv,1752,paruok,paruok,,,,,,,,SN001718
kgv-962-1,,kgv,962,pas,pas,,,,,,,,SN001720
kgv-926-1,,kgv,926,pasa,pasa,,,,,,,,SN001723
kgv-633-1,,kgv,633,pasar,pasar,,,,,,,,SN001724
kgv-676-3,,kgv,676,pasienggara bot,pasienggara_bot,,,,,,,,SN001727
kgv-1474-2,,kgv,1474,pasier,pasier,,,,,,,,SN001729
kgv-113-1,,kgv,113,pasierbol,pasierbol,,,,,,,,SN001731
kgv-70-1,,kgv,70,pasirwasir,pasirwasir,,,,,,,,SN001732
kgv-1756-1,,kgv,1756,paskot,paskot,,,,,,,,SN001733
kgv-991-1,,kgv,991,pasor,pasor,,,,,,,,SN001734
kgv-3024-1,,kgv,3024,pasparin,pasparin,,,,,,,,SN001735
kgv-1457-1,,kgv,1457,pat,pat,,,,,,,,SN001736
kgv-1257-2,,kgv,1257,pat,pat,,,,,,,,SN001737
kgv-497-1,,kgv,497,patin ter,patin_ter,,,,,,,,SN001740
kgv-1227-2,,kgv,1227,pawan,pawan,,,,,,,,SN001744
kgv-2006-1,,kgv,2006,payiem,payiem,,,,,,,,SN001746
kgv-780-2,,kgv,780,-pe,-pe,,,,,,,,SN001747
kgv-962-2,,kgv,962,pebis,pebis,,,,,,,,SN001749
kgv-1966-1,,kgv,1966,pel,pel,,,,,,,,SN001753
kgv-184-1,,kgv,184,peler,peler,,,,,,,,SN001757
kgv-717-1,,kgv,717,pen,pen,,,,,,,,SN001758
kgv-1986-2,,kgv,1986,penyakit,penyakit,,,,,,,,SN001759
kgv-1337-1,,kgv,1337,pep,pep,,,,,,,,SN001761
kgv-948-1,,kgv,948,per,per,,,,,,,,SN001764
kgv-1373-1,,kgv,1373,per kerkap,per_kerkap,,,,,,,,SN001766
kgv-1299-2,,kgv,1299,per kuskap,per_kuskap,,,,,,,,SN001767
kgv-2352-1,,kgv,2352,per paiwai,per_paiwai,,,,,,,,SN001769
kgv-3463-1,,kgv,3463,perbol,perbol,,,,,,,,SN001771
kgv-943-1,,kgv,943,perki,perki,,,,,,,,SN001772
kgv-1651-1,,kgv,1651,pertam,pertam,,,,,,,,SN001774
kgv-2983-1,,kgv,2983,perusahan,perusahan,,,,,,,,SN001775
kgv-763-2,,kgv,763,pes,pes,,,,,,,,SN001777
kgv-1597-3,,kgv,1597,pesawat,pesawat,,,,,,,,SN001778
kgv-909-1,,kgv,909,pespes,pespes,,,,,,,,SN001780
kgv-1465-1,,kgv,1465,peti,peti,,,,,,,,SN001781
kgv-1212-2,,kgv,1212,pi,pi,,,,,,,,SN001782
kgv-2634-2,,kgv,2634,pier,pier,,,,,,,,SN001783
kgv-780-3,,kgv,780,pin,pin,,,,,,,,SN001786
kgv-98-5,,kgv,98,pinaninggan,pinaninggan,,,,,,,,SN001787
kgv-480-1,,kgv,480,pingan,pingan,,,,,,,,SN001788
kgv-682-6,,kgv,682,-pis,-pis,,,,,,,,SN001792
kgv-1559-2,,kgv,1559,pitis,pitis,,,,,,,,SN001794
kgv-1264-4,,kgv,1264,pitisnaharen,pitisnaharen,,,,,,,,SN001795
kgv-2371-1,,kgv,2371,po,po,,,,,,,,SN001796
kgv-1870-1,,kgv,1870,po,po,,,,,,,,SN001797
kgv-345-2,,kgv,345,pol,pol,,,,,,,,SN001800
kgv-594-1,,kgv,594,polas,polas,,,,,,,,SN001803
kgv-2445-1,,kgv,2445,polkayak,polkayak,,,,,,,,SN001804
kgv-1667-2,,kgv,1667,pos,pos,,,,,,,,SN001807
kgv-1574-1,,kgv,1574,pouk,pouk,,,,,,,,SN001811
kgv-2943-1,,kgv,2943,poun,poun,,,,,,,,SN001812
kgv-2943-2,,kgv,2943,*poup,*poup,,,,,,,,SN001814
kgv-1493-8,,kgv,1493,poupkon,poupkon,,,,,,,,SN001816
kgv-1433-2,,kgv,1433,pue,pue,,,,,,,,SN001820
kgv-843-1,,kgv,843,pueselet,pueselet,,,,,,,,SN001821
kgv-1257-3,,kgv,1257,pul,pul,,,,,,,,SN001823
kgv-1655-1,,kgv,1655,pulem,pulem,,,,,,,,SN001824
kgv-378-2,,kgv,378,pulma,pulma,,,,,,,,SN001827
kgv-177-1,,kgv,177,pulor,pulor,,,,,,,,SN001828
kgv-1791-1,,kgv,1791,pulpul,pulpul,,,,,,,,SN001829
kgv-607-1,,kgv,607,pulseka,pulseka,,,,,,,,SN001831
kgv-822-1,,kgv,822,puraman,puraman,,,,,,,,SN001834
kgv-1717-1,,kgv,1717,purap,purap,,,,,,,,SN001835
kgv-1710-1,,kgv,1710,purir,purir,,,,,,,,SN001837
kgv-1734-1,,kgv,1734,purir ba kon,purir_ba_kon,,,,,,,,SN001838
kgv-1280-2,,kgv,1280,pururu,pururu,,,,,,,,SN001839
kgv-1768-1,,kgv,1768,pus,pus,,,,,,,,SN001840
kgv-239-2,,kgv,239,pus,pus,,,,,,,,SN001841
kgv-239-3,,kgv,239,pus,pus,,,,,,,,SN001842
kgv-994-1,,kgv,994,pusir,pusir,,,,,,,,SN001844
kgv-1722-1,,kgv,1722,putirie,putirie,,,,,,,,SN001846
kgv-1724-1,,kgv,1724,putkaninggonie,putkaninggonie,,,,,,,,SN001847
kgv-1716-1,,kgv,1716,putkansuor,putkansuor,,,,,,,,SN001849
kgv-3556-1,,kgv,3556,putkansuor talinggon,putkansuor_talinggon,,,,,,,,SN001850
kgv-1715-1,,kgv,1715,putkaruok,putkaruok,,,,,,,,SN001851
kgv-3480-1,,kgv,3480,putkaruok talinggon,putkaruok_talinggon,,,,,,,,SN001854
kgv-1515-1,,kgv,1515,putkon,putkon,,,,,,,,SN001856
kgv-1709-1,,kgv,1709,putkon ba ap,putkon_ba_ap,,,,,,,,SN001857
kgv-1707-1,,kgv,1707,putkon ba eir,putkon_ba_eir,,,,,,,,SN001858
kgv-1708-1,,kgv,1708,putkon ba karuok,putkon_ba_karuok,,,,,,,,SN001859
kgv-1706-1,,kgv,1706,putkon ba kon,putkon_ba_kon,,,,,,,,SN001860
kgv-1718-1,,kgv,1718,putraman,putraman,,,,,,,,SN001861
kgv-1721-1,,kgv,1721,putramandalin,putramandalin,,,,,,,,SN001862
kgv-1408-2,,kgv,1408,ra,ra,,,,,,,,SN001864
kgv-695-2,,kgv,695,ra,ra,,,,,,,,SN001865
kgv-745-1,,kgv,745,rak,rak,,,,,,,,SN001866
kgv-1703-1,,kgv,1703,raman,raman,,,,,,,,SN001871
kgv-1704-1,,kgv,1704,ramandalin,ramandalin,,,,,,,,SN001872
kgv-2517-1,,kgv,2517,rami,rami,,,,,,,,SN001874
kgv-1455-3,,kgv,1455,ramie,ramie,,,,,,,,SN001875
kgv-2895-2,,kgv,2895,rane,rane,,,,,,,,SN001877
kgv-1627-1,,kgv,1627,ranti,ranti,,,,,,,,SN001880
kgv-1093-1,,kgv,1093,raor,raor,,,,,,,,SN001881
kgv-1093-2,,kgv,1093,raorko,raorko,,,,,,,,SN001882
kgv-1355-1,,kgv,1355,rap,rap,,,,,,,,SN001883
kgv-3053-2,,kgv,3053,rapat,rapat,,,,,,,,SN001884
kgv-1831-4,,kgv,1831,rapat,rapat,,,,,,,,SN001885
kgv-1117-4,,kgv,1117,rasa,rasa,,,,,,,,SN001888
kgv-1809-1,,kgv,1809,rasemsem,rasemsem,,,,,,,,SN001889
kgv-1198-2,,kgv,1198,reidak,reidak,,,,,,,,SN001891
kgv-3452-2,,kgv,3452,rein,rein,,,,,,,,SN001893
kgv-3516-1,,kgv,3516,reirap,reirap,,,,,,,,SN001895
kgv-1634-1,,kgv,1634,*reit,*reit,,,,,,,,SN001896
kgv-1634-2,,kgv,1634,reitkon,reitkon,,,,,,,,SN001897
kgv-694-1,,kgv,694,rep,rep,,,,,,,,SN001899
kgv-2903-1,,kgv,2903,rer,rer,,,,,,,,SN001902
kgv-2060-2,,kgv,2060,rer,rer,,,,,,,,SN001903
kgv-1481-1,,kgv,1481,resan,resan,,,,,,,,SN001905
kgv-1202-3,,kgv,1202,-rip,-rip,,,,,,,,SN001906
kgv-1843-1,,kgv,1843,ripi,ripi,,,,,,,,SN001907
kgv-711-1,,kgv,711,ririn,ririn,,,,,,,,SN001909
kgv-1694-1,,kgv,1694,roba,roba,,,,,,,,SN001910
kgv-906-2,,kgv,906,ror,ror,,,,,,,,SN001915
kgv-1204-2,,kgv,1204,ror kulun,ror_kulun,,,,,,,,SN001919
kgv-241-1,,kgv,241,ror tabur,ror_tabur,,,,,,,,SN001921
kgv-1531-3,,kgv,1531,rorkarok,rorkarok,,,,,,,,SN001923
kgv-2894-1,,kgv,2894,rouk,rouk,,,,,,,,SN001924
kgv-1588-1,,kgv,1588,roye,roye,,,,,,,,SN001927
kgv-1417-1,,kgv,1417,rua,rua,,,,,,,,SN001928
kgv-1280-3,,kgv,1280,ruak,ruak,,,,,,,,SN001929
kgv-2458-1,,kgv,2458,ruam,ruam,,,,,,,,SN001930
kgv-1573-2,,kgv,1573,ruan,ruan,,,,,,,,SN001931
kgv-1110-1,,kgv,1110,ruar,ruar,,,,,,,,SN001932
kgv-1418-1,,kgv,1418,ruo,ruo,,,,,,,,SN001942
kgv-269-1,,kgv,269,ruo,ruo,,,,,,,,SN001943
kgv-3460-2,,kgv,3460,ruom,ruom,,,,,,,,SN001944
kgv-1897-1,,kgv,1897,rup,rup,,,,,,,,SN001946
kgv-1493-9,,kgv,1493,rurkon,rurkon,,,,,,,,SN001950
kgv-1936-1,,kgv,1936,rusa,rusa,,,,,,,,SN001951
kgv-1786-1,,kgv,1786,sa,sa,,,,,,,,SN001954
kgv-2194-1,,kgv,2194,sabar,sabar,,,,,,,,SN001957
kgv-2493-3,,kgv,2493,sabet,sabet,,,,,,,,SN001960
kgv-1700-1,,kgv,1700,sabtu,sabtu,,,,,,,,SN001961
kgv-976-2,,kgv,976,sabur,sabur,,,,,,,,SN001962
kgv-788-1,,kgv,788,sabur,sabur,,,,,,,,SN001963
kgv-2680-1,,kgv,2680,sadawak,sadawak,,,,,,,,SN001964
kgv-1624-1,,kgv,1624,saerak,saerak,,,,,,,,SN001965
kgv-98-6,,kgv,98,=saet,=saet,,,,,,,,SN001966
kgv-1657-2,,kgv,1657,saidak,saidak,,,,,,,,SN001967
kgv-56-1,,kgv,56,saier,saier,,,,,,,,SN001968
kgv-183-1,,kgv,183,sair,sair,,,,,,,,SN001972
kgv-2397-1,,kgv,2397,sairarar,sairarar,,,,,,,,SN001973
kgv-3155-2,,kgv,3155,sakarip,sakarip,,,,,,,,SN001975
kgv-1390-1,,kgv,1390,sala,sala,,,,,,,,SN001977
kgv-588-3,,kgv,588,salaboung,salaboung,,,,,,,,SN001978
kgv-2078-1,,kgv,2078,salak,salak,,,,,,,,SN001981
kgv-1264-5,,kgv,1264,salir,salir,,,,,,,,SN001985
kgv-200-2,,kgv,200,sama,sama,,,,,,,,SN001987
kgv-3018-1,,kgv,3018,samameng,samameng,,,,,,,,SN001988
kgv-1817-4,,kgv,1817,samar,samar,,,,,,,,SN001989
kgv-1860-1,,kgv,1860,samor,samor,,,,,,,,SN001990
kgv-2753-2,,kgv,2753,sampai,sampai,,,,,,,,SN001991
kgv-2753-3,,kgv,2753,sampi,sampi,,,,,,,,SN001992
kgv-1387-2,,kgv,1387,sampi,sampi,,,,,,,,SN001993
kgv-2308-1,,kgv,2308,samsik,samsik,,,,,,,,SN001994
kgv-2242-1,,kgv,2242,sanggan,sanggan,,,,,,,,SN001999
kgv-2319-1,,kgv,2319,sanggan,sanggan,,,,,,,,SN002000
kgv-38-1,,kgv,38,sangganggam,sangganggam,,,,,,,,SN002001
kgv-2319-2,,kgv,2319,sangganun,sangganun,,,,,,,,SN002002
kgv-1468-2,,kgv,1468,sanggara,sanggara,,,,,,,,SN002003
kgv-2270-1,,kgv,2270,sanggeran,sanggeran,,,,,,,,SN002005
kgv-2673-1,,kgv,2673,sanggien,sanggien,,,,,,,,SN002007
kgv-1531-4,,kgv,1531,sanggoup,sanggoup,,,,,,,,SN002009
kgv-588-4,,kgv,588,sanggoyie,sanggoyie,,,,,,,,SN002010
kgv-1398-3,,kgv,1398,sansa,sansa,,,,,,,,SN002012
kgv-2880-2,,kgv,2880,sansan,sansan,,,,,,,,SN002014
kgv-1870-2,,kgv,1870,saor,saor,,,,,,,,SN002016
kgv-1870-3,,kgv,1870,saor,saor,,,,,,,,SN002017
kgv-1076-1,,kgv,1076,saouk,saouk,,,,,,,,SN002018
kgv-1295-1,,kgv,1295,sap,sap,,,,,,,,SN002020
kgv-1007-1,,kgv,1007,sapi,sapi,,,,,,,,SN002021
kgv-1102-2,,kgv,1102,sara,sara,,,,,,,,SN002023
