ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Sense_ID
kgv-493-1,,kgv,493,ap,ap,,,,,,,,SN000046
kgv-119-1,,kgv,119,ar,ar,,,,,,,,SN000047
kgv-2879-1,,kgv,2879,ar,ar,,,,,,,,SN000050
kgv-906-1,,kgv,906,*ar,*ar,,,,,,,,SN000051
kgv-1948-1,,kgv,1948,aragadi,aragadi,,,,,,,,SN000054
kgv-1202-1,,kgv,1202,aremun,aremun,,,,,,,,SN000057
kgv-2035-1,,kgv,2035,arep,arep,,,,,,,,SN000058
kgv-1692-1,,kgv,1692,ariemun,ariemun,,,,,,,,SN000061
kgv-2628-1,,kgv,2628,arun,arun,,,,,,,,SN000062
kgv-53-1,,kgv,53,arwa,arwa,,,,,,,,SN000063
kgv-863-1,,kgv,863,*as,*as,,,,,,,,SN000064
kgv-863-2,,kgv,863,asun,asun,,,,,,,,SN000069
kgv-1014-1,,kgv,1014,atau,atau,,,,,,,,SN000071
kgv-1568-1,,kgv,1568,ator,ator,,,,,,,,SN000072
kgv-1289-1,,kgv,1289,au,au,,,,,,,,SN000073
kgv-1869-1,,kgv,1869,ba,ba,,,,,,,,SN000074
kgv-2009-1,,kgv,2009,bal,bal,,,,,,,,SN000079
kgv-1039-1,,kgv,1039,balaok,balaok,,,,,,,,SN000082
kgv-1013-1,,kgv,1013,baluku,baluku,,,,,,,,SN000086
kgv-2584-1,,kgv,2584,banku,banku,,,,,,,,SN000087
kgv-2014-1,,kgv,2014,bara,bara,,,,,,,,SN000088
kgv-1564-1,,kgv,1564,barahala,barahala,,,,,,,,SN000089
kgv-2842-1,,kgv,2842,barang,barang,,,,,,,,SN000092
kgv-1424-1,,kgv,1424,baranggap,baranggap,,,,,,,,SN000093
kgv-1231-1,,kgv,1231,baru,baru,,,,,,,,SN000095
kgv-1006-1,,kgv,1006,bataku,bataku,,,,,,,,SN000096
kgv-2368-1,,kgv,2368,bawang iriskapten,bawang_iriskapten,,,,,,,,SN000097
kgv-975-1,,kgv,975,bayam,bayam,,,,,,,,SN000099
kgv-1360-1,,kgv,1360,bebak,bebak,,,,,,,,SN000101
kgv-1482-1,,kgv,1482,bekiem,bekiem,,,,,,,,SN000102
kgv-172-1,,kgv,172,bekiemkang,bekiemkang,,,,,,,,SN000103
kgv-504-1,,kgv,504,belajar,belajar,,,,,,,,SN000105
kgv-1396-1,,kgv,1396,belbel,belbel,,,,,,,,SN000106
kgv-972-1,,kgv,972,belek,belek,,,,,,,,SN000107
kgv-1205-1,,kgv,1205,belen,belen,,,,,,,,SN000108
kgv-1035-1,,kgv,1035,bes,bes,,,,,,,,SN000109
kgv-1639-1,,kgv,1639,bir,bir,,,,,,,,SN000117
kgv-972-2,,kgv,972,bisa,bisa,,,,,,,,SN000119
kgv-695-1,,kgv,695,bo,bo,,,,,,,,SN000121
kgv-2753-1,,kgv,2753,bo,bo,,,,,,,,SN000122
kgv-1518-1,,kgv,1518,boda,boda,,,,,,,,SN000123
kgv-674-1,,kgv,674,bol,bol,,,,,,,,SN000124
kgv-1845-1,,kgv,1845,bola,bola,,,,,,,,SN000125
kgv-1336-1,,kgv,1336,bolkoyal,bolkoyal,,,,,,,,SN000126
kgv-478-1,,kgv,478,bolkul,bolkul,,,,,,,,SN000127
kgv-2924-1,,kgv,2924,bolon,bolon,,,,,,,,SN000129
kgv-692-1,,kgv,692,bon,bon,,,,,,,,SN000130
kgv-1577-1,,kgv,1577,=bon,=bon,,,,,,,,SN000131
kgv-2223-1,,kgv,2223,bonaras,bonaras,,,,,,,,SN000132
kgv-1812-1,,kgv,1812,bonasau,bonasau,,,,,,,,SN000133
kgv-1501-1,,kgv,1501,bor,bor,,,,,,,,SN000135
kgv-3423-1,,kgv,3423,bor,bor,,,,,,,,SN000136
kgv-1156-1,,kgv,1156,borma,borma,,,,,,,,SN000138
kgv-2393-1,,kgv,2393,bot,bot,,,,,,,,SN000140
kgv-1321-1,,kgv,1321,botal,botal,,,,,,,,SN000141
kgv-1206-1,,kgv,1206,boukbouk,boukbouk,,,,,,,,SN000143
kgv-2049-1,,kgv,2049,bubir,bubir,,,,,,,,SN000144
kgv-963-1,,kgv,963,buk,buk,,,,,,,,SN000146
kgv-239-1,,kgv,239,bunga,bunga,,,,,,,,SN000148
kgv-3161-1,,kgv,3161,buokbuok,buokbuok,,,,,,,,SN000155
kgv-1221-1,,kgv,1221,bustang,bustang,,,,,,,,SN000162
kgv-1178-1,,kgv,1178,bustang posun,bustang_posun,,,,,,,,SN000163
kgv-34-1,,kgv,34,but,but,,,,,,,,SN000164
kgv-732-1,,kgv,732,-ca,-ca,,,,,,,,SN000165
kgv-1554-1,,kgv,1554,-cam,-cam,,,,,,,,SN000169
kgv-2017-1,,kgv,2017,campur,campur,,,,,,,,SN000170
kgv-1554-2,,kgv,1554,canam,canam,,,,,,,,SN000171
kgv-476-1,,kgv,476,cangkir,cangkir,,,,,,,,SN000172
kgv-2001-1,,kgv,2001,cat,cat,,,,,,,,SN000173
kgv-1246-1,,kgv,1246,caun,caun,,,,,,,,SN000174
kgv-732-2,,kgv,732,-ce,-ce,,,,,,,,SN000175
kgv-1975-1,,kgv,1975,cek,cek,,,,,,,,SN000176
kgv-1711-1,,kgv,1711,cerita,cerita,,,,,,,,SN000178
kgv-2060-1,,kgv,2060,cerita,cerita,,,,,,,,SN000179
kgv-1246-2,,kgv,1246,cicaun,cicaun,,,,,,,,SN000180
kgv-750-1,,kgv,750,cici,cici,,,,,,,,SN000182
kgv-1812-2,,kgv,1812,coba,coba,,,,,,,,SN000184
kgv-3029-1,,kgv,3029,cok,cok,,,,,,,,SN000185
kgv-634-1,,kgv,634,dagim,dagim,,,,,,,,SN000187
kgv-1829-1,,kgv,1829,dalang,dalang,,,,,,,,SN000190
kgv-1719-1,,kgv,1719,dan,dan,,,,,,,,SN000195
kgv-1088-1,,kgv,1088,dare,dare,,,,,,,,SN000197
kgv-897-1,,kgv,897,dareok,dareok,,,,,,,,SN000198
kgv-1817-1,,kgv,1817,daru,daru,,,,,,,,SN000201
kgv-2604-1,,kgv,2604,dedesi,dedesi,,,,,,,,SN000206
kgv-1452-1,,kgv,1452,deir,deir,,,,,,,,SN000207
kgv-708-1,,kgv,708,delepdelep,delepdelep,,,,,,,,SN000209
kgv-185-1,,kgv,185,didir,didir,,,,,,,,SN000213
kgv-1365-1,,kgv,1365,didiras,didiras,,,,,,,,SN000214
kgv-778-1,,kgv,778,diguar,diguar,,,,,,,,SN000215
kgv-221-1,,kgv,221,din,din,,,,,,,,SN000218
kgv-67-1,,kgv,67,din songsong,din_songsong,,,,,,,,SN000220
kgv-2102-1,,kgv,2102,dinan,dinan,,,,,,,,SN000221
kgv-1895-1,,kgv,1895,dodon,dodon,,,,,,,,SN000226
kgv-682-1,,kgv,682,-dok,-dok,,,,,,,,SN000227
kgv-738-1,,kgv,738,don,don,,,,,,,,SN000232
kgv-862-1,,kgv,862,don iriskap,don_iriskap,,,,,,,,SN000233
kgv-862-2,,kgv,862,don penpen,don_penpen,,,,,,,,SN000236
kgv-604-1,,kgv,604,don pernanan,don_pernanan,,,,,,,,SN000237
kgv-625-1,,kgv,625,don yuolyuol,don_yuolyuol,,,,,,,,SN000238
kgv-3053-1,,kgv,3053,dong,dong,,,,,,,,SN000241
kgv-1616-1,,kgv,1616,donselet,donselet,,,,,,,,SN000242
kgv-2325-1,,kgv,2325,dorma,dorma,,,,,,,,SN000244
kgv-2548-1,,kgv,2548,dorom,dorom,,,,,,,,SN000245
kgv-714-1,,kgv,714,dowi,dowi,,,,,,,,SN000246
kgv-1575-1,,kgv,1575,dudin,dudin,,,,,,,,SN000249
kgv-863-3,,kgv,863,duk,duk,,,,,,,,SN000250
kgv-398-1,,kgv,398,durma,durma,,,,,,,,SN000257
kgv-2921-1,,kgv,2921,eba,eba,,,,,,,,SN000260
kgv-1839-1,,kgv,1839,ecua,ecua,,,,,,,,SN000263
kgv-1498-1,,kgv,1498,eir,eir,,,,,,,,SN000266
kgv-66-1,,kgv,66,eiruk,eiruk,,,,,,,,SN000267
kgv-713-1,,kgv,713,eksuet,eksuet,,,,,,,,SN000269
kgv-1160-1,,kgv,1160,eksuet,eksuet,,,,,,,,SN000270
kgv-690-1,,kgv,690,*elak,*elak,,,,,,,,SN000272
kgv-206-1,,kgv,206,elam,elam,,,,,,,,SN000273
kgv-1485-1,,kgv,1485,elao,elao,,,,,,,,SN000274
kgv-690-2,,kgv,690,elaun,elaun,,,,,,,,SN000275
kgv-797-1,,kgv,797,elkin narun,elkin_narun,,,,,,,,SN000277
kgv-1216-1,,kgv,1216,ema,ema,,,,,,,,SN000279
kgv-1272-1,,kgv,1272,ema caun,ema_caun,,,,,,,,SN000281
kgv-1272-2,,kgv,1272,ema temun,ema_temun,,,,,,,,SN000282
kgv-1278-1,,kgv,1278,emguk,emguk,,,,,,,,SN000284
kgv-1278-2,,kgv,1278,emguk,emguk,,,,,,,,SN000285
kgv-1496-1,,kgv,1496,emnem,emnem,,,,,,,,SN000286
kgv-1202-2,,kgv,1202,emun,emun,,,,,,,,SN000290
kgv-345-1,,kgv,345,emun,emun,,,,,,,,SN000291
kgv-1686-1,,kgv,1686,epko,epko,,,,,,,,SN000297
kgv-1493-1,,kgv,1493,epkon,epkon,,,,,,,,SN000298
kgv-1480-1,,kgv,1480,eren,eren,,,,,,,,SN000301
kgv-1839-2,,kgv,1839,eruap,eruap,,,,,,,,SN000303
kgv-617-1,,kgv,617,es,es,,,,,,,,SN000304
kgv-1217-1,,kgv,1217,esa,esa,,,,,,,,SN000305
kgv-1327-1,,kgv,1327,esa caun,esa_caun,,,,,,,,SN000306
kgv-1327-2,,kgv,1327,esa temun,esa_temun,,,,,,,,SN000308
kgv-1268-2,,kgv,1268,esie,esie,,,,,,,,SN000309
kgv-1901-1,,kgv,1901,eskop,eskop,,,,,,,,SN000310
kgv-1383-1,,kgv,1383,esnem,esnem,,,,,,,,SN000312
kgv-683-1,,kgv,683,-et,-et,,,,,,,,SN000316
kgv-1242-1,,kgv,1242,etaman,etaman,,,,,,,,SN000318
kgv-1493-2,,kgv,1493,etkon,etkon,,,,,,,,SN000319
kgv-1623-1,,kgv,1623,ewa,ewa,,,,,,,,SN000321
kgv-1623-2,,kgv,1623,ewawa,ewawa,,,,,,,,SN000324
kgv-681-1,,kgv,681,fakurat,fakurat,,,,,,,,SN000326
kgv-3452-1,,kgv,3452,fakurat,fakurat,,,,,,,,SN000327
kgv-1025-1,,kgv,1025,filoit,filoit,,,,,,,,SN000333
kgv-133-1,,kgv,133,gaim,gaim,,,,,,,,SN000336
kgv-945-1,,kgv,945,gala,gala,,,,,,,,SN000338
kgv-1684-1,,kgv,1684,galip,galip,,,,,,,,SN000339
kgv-2401-1,,kgv,2401,gambar,gambar,,,,,,,,SN000340
kgv-1495-1,,kgv,1495,gampang,gampang,,,,,,,,SN000341
kgv-98-1,,kgv,98,-gan,-gan,,,,,,,,SN000342
kgv-2884-1,,kgv,2884,gang,gang,,,,,,,,SN000343
kgv-2884-2,,kgv,2884,ganggang,ganggang,,,,,,,,SN000344
kgv-501-1,,kgv,501,ganggie,ganggie,,,,,,,,SN000345
kgv-2430-1,,kgv,2430,gantor,gantor,,,,,,,,SN000346
kgv-96-1,,kgv,96,gare,gare,,,,,,,,SN000348
kgv-1487-1,,kgv,1487,gareor,gareor,,,,,,,,SN000349
kgv-721-1,,kgv,721,garos,garos,,,,,,,,SN000350
kgv-688-1,,kgv,688,gawar,gawar,,,,,,,,SN000354
kgv-2124-1,,kgv,2124,gawar,gawar,,,,,,,,SN000356
kgv-2124-2,,kgv,2124,gawar,gawar,,,,,,,,SN000357
kgv-1240-1,,kgv,1240,ge,ge,,,,,,,,SN000360
kgv-687-1,,kgv,687,ge mera,ge_mera,,,,,,,,SN000361
kgv-604-2,,kgv,604,gelas,gelas,,,,,,,,SN000364
kgv-3710-1,,kgv,3710,gelas,gelas,,,,,,,,SN000365
kgv-1028-1,,kgv,1028,gelem,gelem,,,,,,,,SN000366
kgv-3689-1,,kgv,3689,gelembung,gelembung,,,,,,,,SN000367
kgv-3280-1,,kgv,3280,gelemun,gelemun,,,,,,,,SN000368
kgv-2895-1,,kgv,2895,genggalong,genggalong,,,,,,,,SN000370
kgv-3809-1,,kgv,3809,genggueng,genggueng,,,,,,,,SN000371
kgv-1309-1,,kgv,1309,gerket,gerket,,,,,,,,SN000373
kgv-1240-2,,kgv,1240,get,get,,,,,,,,SN000374
kgv-1231-2,,kgv,1231,giar,giar,,,,,,,,SN000376
kgv-728-1,,kgv,728,giarun,giarun,,,,,,,,SN000377
kgv-1380-1,,kgv,1380,gier,gier,,,,,,,,SN000378
kgv-139-1,,kgv,139,gierkawer,gierkawer,,,,,,,,SN000379
kgv-770-2,,kgv,770,gigiwang,gigiwang,,,,,,,,SN000380
kgv-604-3,,kgv,604,ginana,ginana,,,,,,,,SN000381
kgv-723-1,,kgv,723,go,go,,,,,,,,SN000386
kgv-2297-1,,kgv,2297,go kerkap,go_kerkap,,,,,,,,SN000391
kgv-1233-1,,kgv,1233,go saun,go_saun,,,,,,,,SN000393
kgv-1225-1,,kgv,1225,go yuol,go_yuol,,,,,,,,SN000395
kgv-1422-1,,kgv,1422,gocie,gocie,,,,,,,,SN000397
kgv-1150-1,,kgv,1150,godarung,godarung,,,,,,,,SN000398
kgv-1654-1,,kgv,1654,godelep,godelep,,,,,,,,SN000399
kgv-230-1,,kgv,230,gokabara,gokabara,,,,,,,,SN000401
kgv-1845-2,,kgv,1845,gol,gol,,,,,,,,SN000402
kgv-430-1,,kgv,430,golma,golma,,,,,,,,SN000404
kgv-3626-1,,kgv,3626,gonggin,gonggin,,,,,,,,SN000405
kgv-3319-1,,kgv,3319,gonggong,gonggong,,,,,,,,SN000406
kgv-2990-1,,kgv,2990,goni,goni,,,,,,,,SN000408
kgv-933-1,,kgv,933,goparar,goparar,,,,,,,,SN000409
kgv-2628-2,,kgv,2628,*gor,*gor,,,,,,,,SN000410
kgv-2628-3,,kgv,2628,gorun,gorun,,,,,,,,SN000416
kgv-88-1,,kgv,88,gowienkier,gowienkier,,,,,,,,SN000422
kgv-96-2,,kgv,96,guadang,guadang,,,,,,,,SN000424
kgv-1468-1,,kgv,1468,guanggarien,guanggarien,,,,,,,,SN000426
kgv-1038-1,,kgv,1038,guru,guru,,,,,,,,SN000432
kgv-3746-1,,kgv,3746,gusi,gusi,,,,,,,,SN000433
kgv-1236-1,,kgv,1236,ha,ha,,,,,,,,SN000435
kgv-1157-1,,kgv,1157,habis,habis,,,,,,,,SN000437
kgv-1657-1,,kgv,1657,haidak,haidak,,,,,,,,SN000438
kgv-203-1,,kgv,203,halar,halar,,,,,,,,SN000440
kgv-2432-1,,kgv,2432,halar,halar,,,,,,,,SN000441
kgv-1856-1,,kgv,1856,halus,halus,,,,,,,,SN000442
kgv-1021-1,,kgv,1021,handuk,handuk,,,,,,,,SN000443
kgv-1580-1,,kgv,1580,hanya,hanya,,,,,,,,SN000444
kgv-1225-2,,kgv,1225,hari,hari,,,,,,,,SN000445
kgv-1699-2,,kgv,1699,hari minggu,hari_minggu,,,,,,,,SN000446
kgv-971-1,,kgv,971,harus,harus,,,,,,,,SN000447
kgv-1422-2,,kgv,1422,hidup,hidup,,,,,,,,SN000449
kgv-210-1,,kgv,210,hidup,hidup,,,,,,,,SN000450
kgv-1448-1,,kgv,1448,iar,iar,,,,,,,,SN000457
kgv-1155-1,,kgv,1155,iar,iar,,,,,,,,SN000458
kgv-2711-1,,kgv,2711,iar,iar,,,,,,,,SN000459
kgv-1241-1,,kgv,1241,ikon,ikon,,,,,,,,SN000464
kgv-868-1,,kgv,868,im,im,,,,,,,,SN000465
kgv-1198-1,,kgv,1198,imbuang,imbuang,,,,,,,,SN000474
kgv-78-1,,kgv,78,ime,ime,,,,,,,,SN000475
kgv-78-2,,kgv,78,imene,imene,,,,,,,,SN000476
kgv-1212-1,,kgv,1212,in,in,,,,,,,,SN000478
kgv-1405-1,,kgv,1405,in,in,,,,,,,,SN000479
kgv-98-2,,kgv,98,inaninggan,inaninggan,,,,,,,,SN000482
kgv-1018-1,,kgv,1018,ingatan,ingatan,,,,,,,,SN000484
kgv-780-1,,kgv,780,inggon,inggon,,,,,,,,SN000485
kgv-2634-1,,kgv,2634,inier,inier,,,,,,,,SN000488
kgv-178-1,,kgv,178,iren,iren,,,,,,,,SN000492
kgv-1705-1,,kgv,1705,irie,irie,,,,,,,,SN000493
kgv-1335-1,,kgv,1335,iriskap,iriskap,,,,,,,,SN000494
kgv-1597-1,,kgv,1597,iskap,iskap,,,,,,,,SN000500
kgv-168-1,,kgv,168,istirahat,istirahat,,,,,,,,SN000501
kgv-2880-1,,kgv,2880,istop,istop,,,,,,,,SN000502
kgv-1362-1,,kgv,1362,istrat,istrat,,,,,,,,SN000503
kgv-3050-1,,kgv,3050,iun,iun,,,,,,,,SN000506
kgv-3017-1,,kgv,3017,iwora,iwora,,,,,,,,SN000509
kgv-1564-2,,kgv,1564,jabul,jabul,,,,,,,,SN000510
kgv-1990-1,,kgv,1990,jadi,jadi,,,,,,,,SN000511
kgv-2336-1,,kgv,2336,jadi,jadi,,,,,,,,SN000512
kgv-1353-1,,kgv,1353,jam,jam,,,,,,,,SN000514
kgv-678-1,,kgv,678,jangkut,jangkut,,,,,,,,SN000515
kgv-1675-1,,kgv,1675,janji,janji,,,,,,,,SN000516
kgv-1275-1,,kgv,1275,jawab,jawab,,,,,,,,SN000519
kgv-1375-1,,kgv,1375,jendela,jendela,,,,,,,,SN000520
kgv-1869-2,,kgv,1869,jie,jie,,,,,,,,SN000521
kgv-1213-1,,kgv,1213,ka,ka,,,,,,,,SN000525
kgv-693-1,,kgv,693,=ka,=ka,,,,,,,,SN000526
kgv-230-2,,kgv,230,kabara,kabara,,,,,,,,SN000530
kgv-1650-1,,kgv,1650,kabarua,kabarua,,,,,,,,SN000531
kgv-197-1,,kgv,197,kabas,kabas,,,,,,,,SN000536
kgv-197-2,,kgv,197,kabas,kabas,,,,,,,,SN000537
kgv-1429-1,,kgv,1429,kabor,kabor,,,,,,,,SN000540
kgv-819-1,,kgv,819,kabor,kabor,,,,,,,,SN000541
kgv-1533-1,,kgv,1533,kabor lalang,kabor_lalang,,,,,,,,SN000543
kgv-1123-1,,kgv,1123,kaborko,kaborko,,,,,,,,SN000544
kgv-1991-1,,kgv,1991,kabun,kabun,,,,,,,,SN000547
kgv-2223-2,,kgv,2223,kacok,kacok,,,,,,,,SN000550
kgv-2223-3,,kgv,2223,kademor,kademor,,,,,,,,SN000552
kgv-1480-2,,kgv,1480,kaden,kaden,,,,,,,,SN000553
kgv-1924-1,,kgv,1924,kaden kies,kaden_kies,,,,,,,,SN000554
kgv-2327-1,,kgv,2327,kaden lalang,kaden_lalang,,,,,,,,SN000556
kgv-189-1,,kgv,189,kadenenen,kadenenen,,,,,,,,SN000557
kgv-1476-1,,kgv,1476,kadera,kadera,,,,,,,,SN000558
kgv-1965-1,,kgv,1965,kadok,kadok,,,,,,,,SN000559
kgv-834-1,,kgv,834,kahaman,kahaman,,,,,,,,SN000564
kgv-1935-1,,kgv,1935,kahamanpos,kahamanpos,,,,,,,,SN000565
kgv-1156-2,,kgv,1156,kahetma,kahetma,,,,,,,,SN000568
kgv-10-1,,kgv,10,kai,kai,,,,,,,,SN000570
kgv-1850-1,,kgv,1850,kai kawas,kai_kawas,,,,,,,,SN000572
kgv-732-3,,kgv,732,kain,kain,,,,,,,,SN000576
kgv-2440-1,,kgv,2440,kainasu,kainasu,,,,,,,,SN000577
kgv-790-1,,kgv,790,kalar,kalar,,,,,,,,SN000589
kgv-3710-2,,kgv,3710,kalar,kalar,,,,,,,,SN000590
kgv-1459-1,,kgv,1459,kalau,kalau,,,,,,,,SN000591
kgv-1856-2,,kgv,1856,kalawen,kalawen,,,,,,,,SN000592
kgv-1223-1,,kgv,1223,kale,kale,,,,,,,,SN000593
kgv-1074-1,,kgv,1074,kaling,kaling,,,,,,,,SN000596
kgv-31-1,,kgv,31,kaling,kaling,,,,,,,,SN000597
kgv-1253-1,,kgv,1253,kalis,kalis,,,,,,,,SN000599
kgv-658-1,,kgv,658,kalis,kalis,,,,,,,,SN000600
kgv-1733-1,,kgv,1733,kalis tanggir,kalis_tanggir,,,,,,,,SN000602
kgv-1509-1,,kgv,1509,kalkalet,kalkalet,,,,,,,,SN000603
kgv-1958-1,,kgv,1958,kalomun,kalomun,,,,,,,,SN000607
kgv-1450-1,,kgv,1450,kalot,kalot,,,,,,,,SN000608
kgv-1961-1,,kgv,1961,kalung,kalung,,,,,,,,SN000612
kgv-1127-1,,kgv,1127,kama,kama,,,,,,,,SN000613
kgv-606-2,,kgv,606,kaman,kaman,,,,,,,,SN000614
kgv-394-1,,kgv,394,kamanget,kamanget,,,,,,,,SN000618
kgv-1726-1,,kgv,1726,kamen,kamen,,,,,,,,SN000627
kgv-859-1,,kgv,859,kamfor,kamfor,,,,,,,,SN000629
kgv-1693-1,,kgv,1693,kamis,kamis,,,,,,,,SN000630
kgv-1981-1,,kgv,1981,kamun,kamun,,,,,,,,SN000633
kgv-621-1,,kgv,621,kamung,kamung,,,,,,,,SN000634
kgv-1019-1,,kgv,1019,kan,kan,,,,,,,,SN000635
kgv-1394-1,,kgv,1394,kang,kang,,,,,,,,SN000643
kgv-1396-2,,kgv,1396,kang,kang,,,,,,,,SN000644
kgv-1470-1,,kgv,1470,kang,kang,,,,,,,,SN000645
kgv-124-1,,kgv,124,*kang,*kang,,,,,,,,SN000646
kgv-1400-1,,kgv,1400,kanggarom,kanggarom,,,,,,,,SN000648
kgv-1413-1,,kgv,1413,kanggei,kanggei,,,,,,,,SN000649
kgv-2467-1,,kgv,2467,kanggeit,kanggeit,,,,,,,,SN000651
kgv-1248-1,,kgv,1248,kanggir,kanggir,,,,,,,,SN000654
kgv-1757-1,,kgv,1757,kanggir pop,kanggir_pop,,,,,,,,SN000656
kgv-17-1,,kgv,17,kanggir pulun,kanggir_pulun,,,,,,,,SN000657
kgv-1653-1,,kgv,1653,kanggir saun,kanggir_saun,,,,,,,,SN000658
kgv-1560-1,,kgv,1560,kanggirar,kanggirar,,,,,,,,SN000659
kgv-1560-2,,kgv,1560,kanggirar,kanggirar,,,,,,,,SN000660
kgv-3807-1,,kgv,3807,kanggirnar,kanggirnar,,,,,,,,SN000661
kgv-1958-2,,kgv,1958,kangguar,kangguar,,,,,,,,SN000663
kgv-674-2,,kgv,674,kanggur,kanggur,,,,,,,,SN000664
kgv-1510-1,,kgv,1510,kanggus,kanggus,,,,,,,,SN000667
kgv-124-2,,kgv,124,kangun,kangun,,,,,,,,SN000671
kgv-1835-1,,kgv,1835,kangun nerunggo,kangun_nerunggo,,,,,,,,SN000672
kgv-1917-1,,kgv,1917,kanie,kanie,,,,,,,,SN000673
kgv-1311-1,,kgv,1311,-kaning,-kaning,,,,,,,,SN000674
kgv-1483-1,,kgv,1483,kaninggonie,kaninggonie,,,,,,,,SN000675
kgv-1500-1,,kgv,1500,kansuor,kansuor,,,,,,,,SN000676
kgv-1669-1,,kgv,1669,kanus,kanus,,,,,,,,SN000678
kgv-1728-1,,kgv,1728,kap,kap,,,,,,,,SN000680
kgv-1117-1,,kgv,1117,=kap,=kap,,,,,,,,SN000681
kgv-740-1,,kgv,740,kapal,kapal,,,,,,,,SN000682
kgv-1850-2,,kgv,1850,kapas,kapas,,,,,,,,SN000684
kgv-1836-1,,kgv,1836,kar,kar,,,,,,,,SN000687
kgv-3689-2,,kgv,3689,karabubu,karabubu,,,,,,,,SN000689
kgv-1086-1,,kgv,1086,karajang,karajang,,,,,,,,SN000691
kgv-984-1,,kgv,984,karajang,karajang,,,,,,,,SN000692
kgv-487-1,,kgv,487,karames,karames,,,,,,,,SN000695
kgv-1884-1,,kgv,1884,karan,karan,,,,,,,,SN000697
kgv-1539-1,,kgv,1539,karanjang,karanjang,,,,,,,,SN000698
kgv-1400-2,,kgv,1400,karaonggis,karaonggis,,,,,,,,SN000700
kgv-379-1,,kgv,379,karaonggis,karaonggis,,,,,,,,SN000701
kgv-1113-1,,kgv,1113,karap,karap,,,,,,,,SN000702
kgv-1398-1,,kgv,1398,kararak,kararak,,,,,,,,SN000703
kgv-588-1,,kgv,588,kararcie,kararcie,,,,,,,,SN000704
kgv-1218-1,,kgv,1218,karek,karek,,,,,,,,SN000709
kgv-1157-2,,kgv,1157,karena,karena,,,,,,,,SN000711
kgv-503-1,,kgv,503,kareng,kareng,,,,,,,,SN000712
kgv-1662-1,,kgv,1662,kariemun,kariemun,,,,,,,,SN000716
kgv-1531-1,,kgv,1531,karok,karok,,,,,,,,SN000720
kgv-977-1,,kgv,977,karop,karop,,,,,,,,SN000722
kgv-206-2,,kgv,206,karop,karop,,,,,,,,SN000723
kgv-492-1,,kgv,492,karuok,karuok,,,,,,,,SN000731
kgv-946-1,,kgv,946,karyak,karyak,,,,,,,,SN000732
kgv-864-1,,kgv,864,kasabiti,kasabiti,,,,,,,,SN000734
kgv-937-1,,kgv,937,kasamin,kasamin,,,,,,,,SN000737
kgv-1923-1,,kgv,1923,kasar,kasar,,,,,,,,SN000739
kgv-466-1,,kgv,466,kasawari,kasawari,,,,,,,,SN000740
kgv-1615-1,,kgv,1615,kasawircie,kasawircie,,,,,,,,SN000741
kgv-1455-1,,kgv,1455,kasawirma,kasawirma,,,,,,,,SN000742
kgv-1720-1,,kgv,1720,kasep,kasep,,,,,,,,SN000743
kgv-1674-1,,kgv,1674,kasian,kasian,,,,,,,,SN000744
kgv-999-1,,kgv,999,*kasir,*kasir,,,,,,,,SN000746
kgv-855-1,,kgv,855,kasorma,kasorma,,,,,,,,SN000750
kgv-549-1,,kgv,549,kasuo,kasuo,,,,,,,,SN000752
kgv-1329-1,,kgv,1329,kasur,kasur,,,,,,,,SN000754
kgv-666-1,,kgv,666,kat,kat,,,,,,,,SN000756
kgv-680-1,,kgv,680,kawar,kawar,,,,,,,,SN000763
kgv-588-2,,kgv,588,kawarcie,kawarcie,,,,,,,,SN000767
kgv-1436-1,,kgv,1436,kaware,kaware,,,,,,,,SN000768
kgv-1470-2,,kgv,1470,kawarma,kawarma,,,,,,,,SN000770
kgv-1013-2,,kgv,1013,kawarsuop,kawarsuop,,,,,,,,SN000771
kgv-1161-1,,kgv,1161,kawas,kawas,,,,,,,,SN000773
kgv-1531-2,,kgv,1531,kawat,kawat,,,,,,,,SN000774
kgv-1470-3,,kgv,1470,kawetkawet,kawetkawet,,,,,,,,SN000776
kgv-360-1,,kgv,360,kawiawi,kawiawi,,,,,,,,SN000777
kgv-641-1,,kgv,641,kawien,kawien,,,,,,,,SN000778
kgv-2130-1,,kgv,2130,kawier,kawier,,,,,,,,SN000779
kgv-275-1,,kgv,275,kawotma,kawotma,,,,,,,,SN000781
kgv-832-1,,kgv,832,kawuok,kawuok,,,,,,,,SN000782
kgv-812-1,,kgv,812,ke,ke,,,,,,,,SN000786
kgv-1179-1,,kgv,1179,keirko,keirko,,,,,,,,SN000794
kgv-1753-1,,kgv,1753,keirun,keirun,,,,,,,,SN000795
kgv-1753-2,,kgv,1753,*keit,*keit,,,,,,,,SN000798
kgv-1180-1,,kgv,1180,keitar,keitar,,,,,,,,SN000799
kgv-1741-1,,kgv,1741,keitko,keitko,,,,,,,,SN000801
kgv-1753-3,,kgv,1753,keitko,keitko,,,,,,,,SN000802
kgv-1886-1,,kgv,1886,keleng,keleng,,,,,,,,SN000805
kgv-1247-1,,kgv,1247,kelkam,kelkam,,,,,,,,SN000808
kgv-3634-1,,kgv,3634,kelkam,kelkam,,,,,,,,SN000809
